case_id,imposing_country,hs_4digit,target_country,start_ym,start_date,end_date,date_type,regulation_type,regulation_status,is_korea_target,tariff_clean
3097,MY,7219,태국,2018-02,2018-02-08,2028-07-26,confirmed,반덤핑,규제중,1,ㅇ 판정결과  ·  중국 : 2.68 ~ 23.95%  ·  한국 : 0 ~ 7.27%  ·  대만 : 0 ~ 14.02%  ·  태국 : 22.86 ~ 111.61% * 2023.7.27 : 일몰재심 후 조치 5년 연장 결정
3098,MY,7219,인도네시아,2021-04,2021-04-24,2026-04-23,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  인도네시아 : 8.8 ~ 34.82%  ·  베트남 : 7.81 ~ 23.84%
3098,MY,7219,베트남,2021-04,2021-04-24,2026-04-23,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  인도네시아 : 8.8 ~ 34.82%  ·  베트남 : 7.81 ~ 23.84%
3099,MY,7209,일본,2023-09,2023-09-29,2028-09-28,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 9.03 ~ 22.62%
3100,MY,7209,중국,2016-05,2016-05-23,2026-10-08,confirmed,반덤핑,규제중,0,ㅇ 판정결과  ·  중국 : 35.89  ~  42.08%*2021.10.8 일몰재심 후 2026.10.8로 연장
3103,MY,7210,한국,2025-02,2025-02-06,,investigating,반덤핑,조사중,1,
3103,MY,7210,중국,2025-02,2025-02-06,,investigating,반덤핑,조사중,1,
3103,MY,7210,베트남,2025-02,2025-02-06,,investigating,반덤핑,조사중,1,
3104,MY,7213,중국,2024-10,2024-10-10,,investigating,반덤핑,조사중,0,
3104,MY,7213,인도,2024-10,2024-10-10,,investigating,반덤핑,조사중,0,
3104,MY,7213,베트남,2024-10,2024-10-10,,investigating,반덤핑,조사중,0,
3268,NZ,7210,한국,2023-01,2023-01-01,2027-03-29,confirmed,반덤핑,규제중,1,"ㅇ 판정결과 : 2.5%~12.6% * '22.3.28일 최종판정 이후 12.31일까지 조치 유예, '23년부터 반덤핑 관세 부과"
3302,PK,7209,EU,2021-08,2021-08-23,2026-08-22,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  대만 : 6.18%  ·  EU : 6.50%  ·  한국 : 13.24%  ·  베트남 : 17.25%
3302,PK,7209,한국,2021-08,2021-08-23,2026-08-22,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  대만 : 6.18%  ·  EU : 6.50%  ·  한국 : 13.24%  ·  베트남 : 17.25%
3302,PK,7209,대만,2021-08,2021-08-23,2026-08-22,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  대만 : 6.18%  ·  EU : 6.50%  ·  한국 : 13.24%  ·  베트남 : 17.25%
3302,PK,7209,베트남,2021-08,2021-08-23,2026-08-22,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  대만 : 6.18%  ·  EU : 6.50%  ·  한국 : 13.24%  ·  베트남 : 17.25%
3305,PK,7214,중국,2017-10,2017-10-23,2022-10-22,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 19.15% * 일몰재심중(2022.10.17~)
3308,PK,7212,중국,2017-02,2017-02-08,2027-08-31,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 6.09 ~ 40.47%
3309,PK,7207,중국,2017-06,2017-06-22,2025-06-21,confirmed,반덤핑,규제중,0,ㅇ 판정결과  : 24.04%* NTC에서 일몰검토 신청
3310,PK,7212,중국,2018-06,2018-06-13,2023-06-12,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  중국 : 5.36 ~ 10.88%  ·  남아공 : 14.24%* 일몰재심중(2023.10.27~)
3310,PK,7212,남아공,2018-06,2018-06-13,2023-06-12,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  중국 : 5.36 ~ 10.88%  ·  남아공 : 14.24%* 일몰재심중(2023.10.27~)
3318,PK,7209,중국,2021-01,2021-01-13,2026-01-12,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 13.17 ~ 19.04%
3825,RU,7210,우크라이나,2020-01,2020-01-05,2025-09-01,confirmed,반덤핑,규제중,0,ㅇ 판정결과  ·  우크라이나 : 23.90%  ·  중국 : 12.69 ~ 17%
3825,RU,7210,중국,2020-01,2020-01-05,2025-09-01,confirmed,반덤핑,규제중,0,ㅇ 판정결과  ·  우크라이나 : 23.90%  ·  중국 : 12.69 ~ 17%
3832,RU,7225,중국,2012-07,2012-07-01,2028-07-17,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 6.98 ~ 20.20%* 일몰재심후 규제 연장
3839,RU,7216,우크라이나,2017-06,2017-06-11,2028-03-06,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 37.89%
4174,TH,7213,중국,2014-05,2014-05-17,2025-05-15,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 12.26 ~ 36.79% 
4176,TH,7219,중국,2013-12,2013-12-10,2024-12-03,confirmed,반덤핑,규제중,0,"ㅇ 판정결과 : 0 ~ 33.32% * 일몰재심중(2024.11.20~)(재심기간중 부과기간 연장, 2024.12.4부터 1년 이내)"
4177,TH,7211,브라질,2017-05,2017-05-16,2028-06-01,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  브라질 : 34.40%   ·  이란 : 7.25 ~ 38.27%  ·  튀르키예 : 6.88 ~ 38.23%
4177,TH,7211,이란,2017-05,2017-05-16,2028-06-01,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  브라질 : 34.40%   ·  이란 : 7.25 ~ 38.27%  ·  튀르키예 : 6.88 ~ 38.23%
4177,TH,7211,튀르키예,2017-05,2017-05-16,2028-06-01,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  브라질 : 34.40%   ·  이란 : 7.25 ~ 38.27%  ·  튀르키예 : 6.88 ~ 38.23%
4178,TH,7210,중국,2021-05,2021-05-01,2026-04-30,confirmed,반덤핑,규제중,1,ㅇ 판정결과  ·  중국 : 40.77%  ·  한국 : 4.27 ~ 33.62% * 팬데믹 상황 반영해 2021.5.1부터 12개월간 CIF 0% 적용(부과 유예)
4178,TH,7210,한국,2021-05,2021-05-01,2026-04-30,confirmed,반덤핑,규제중,1,ㅇ 판정결과  ·  중국 : 40.77%  ·  한국 : 4.27 ~ 33.62% * 팬데믹 상황 반영해 2021.5.1부터 12개월간 CIF 0% 적용(부과 유예)
4180,TH,7210,한국,2021-11,2021-11-13,2026-11-12,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 0 ~ 22.67%  ·  중국 : 0 ~ 17.46%  ·  대만 : 4.28 ~ 20.45%   ·  EU : 5.82% * 유예기간 종료, 2023.11.13부터 부과 시작 (~2026.11.12 까지)"
4180,TH,7210,중국,2021-11,2021-11-13,2026-11-12,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 0 ~ 22.67%  ·  중국 : 0 ~ 17.46%  ·  대만 : 4.28 ~ 20.45%   ·  EU : 5.82% * 유예기간 종료, 2023.11.13부터 부과 시작 (~2026.11.12 까지)"
4180,TH,7210,대만,2021-11,2021-11-13,2026-11-12,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 0 ~ 22.67%  ·  중국 : 0 ~ 17.46%  ·  대만 : 4.28 ~ 20.45%   ·  EU : 5.82% * 유예기간 종료, 2023.11.13부터 부과 시작 (~2026.11.12 까지)"
4180,TH,7210,EU,2021-11,2021-11-13,2026-11-12,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 0 ~ 22.67%  ·  중국 : 0 ~ 17.46%  ·  대만 : 4.28 ~ 20.45%   ·  EU : 5.82% * 유예기간 종료, 2023.11.13부터 부과 시작 (~2026.11.12 까지)"
4181,TH,7219,한국,2003-03,2003-03-13,2026-02-17,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  한국 : 50.99%   ·  일본 : 0 ~ 50.92%   ·  대만 : 0 ~ 33.99%
4181,TH,7219,일본,2003-03,2003-03-13,2026-02-17,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  한국 : 50.99%   ·  일본 : 0 ~ 50.92%   ·  대만 : 0 ~ 33.99%
4181,TH,7219,대만,2003-03,2003-03-13,2026-02-17,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  한국 : 50.99%   ·  일본 : 0 ~ 50.92%   ·  대만 : 0 ~ 33.99%
4182,TH,7219,인도네시아,2022-11,2022-11-30,2027-11-29,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  인도네시아 : 6.28 ~ 51.69%   ·  말레이시아 : 15.23 ~ 35.25% 
4182,TH,7219,말레이시아,2022-11,2022-11-30,2027-11-29,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  인도네시아 : 6.28 ~ 51.69%   ·  말레이시아 : 15.23 ~ 35.25% 
4184,TH,7210,중국,2013-01,2013-01-10,2029-12-19,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  중국 : 0 ~ 29.50%   ·  한국 : 0 ~ 22.55%  ·  대만 : 5.85 ~ 24.14% * 일몰재심 후 5년 규제 연장 결정(2024.12.19)
4184,TH,7210,한국,2013-01,2013-01-10,2029-12-19,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  중국 : 0 ~ 29.50%   ·  한국 : 0 ~ 22.55%  ·  대만 : 5.85 ~ 24.14% * 일몰재심 후 5년 규제 연장 결정(2024.12.19)
4184,TH,7210,대만,2013-01,2013-01-10,2029-12-19,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  중국 : 0 ~ 29.50%   ·  한국 : 0 ~ 22.55%  ·  대만 : 5.85 ~ 24.14% * 일몰재심 후 5년 규제 연장 결정(2024.12.19)
4185,TH,7210,베트남,2017-03,2017-03-25,2028-05-08,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 4.30 ~ 60.26% * 일몰재심 후 규제 연장 결정(2023.5.8~)
4186,TH,7210,중국,2021-09,2021-09-07,2026-09-06,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 3.05 ~ 37.54%
4187,TH,7225,중국,2012-12,2012-12-26,2029-11-07,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 14.28 ~ 19.47% * 일몰재심 후 5년 규제 연장 결정(2024.11.7)
4188,TH,7208,중국,2011-08,2011-08-12,2028-07-10,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  중국 : 30.91%   ·  말레이시아 : 23.57 ~ 42.51% * 일몰재심후 규제 연장(2023.7.11~)
4188,TH,7208,말레이시아,2011-08,2011-08-12,2028-07-10,confirmed,반덤핑,규제중,0,ㅇ 판정결과   ·  중국 : 30.91%   ·  말레이시아 : 23.57 ~ 42.51% * 일몰재심후 규제 연장(2023.7.11~)
4190,TH,7208,베트남,2021-12,2021-12-01,2026-11-30,confirmed,반덤핑,규제중,0,ㅇ 판정결과  ·  베트남 : 24.38 ~ 42.34%  ·  이집트 : 4.74 ~ 6.20%
4190,TH,7208,이집트,2021-12,2021-12-01,2026-11-30,confirmed,반덤핑,규제중,0,ㅇ 판정결과  ·  베트남 : 24.38 ~ 42.34%  ·  이집트 : 4.74 ~ 6.20%
4191,TH,7208,한국,2003-05,2003-05-27,2026-06-08,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 2.81 ~ 58.85%  ·  알제리 : 33.26%  ·  아르헨티나 : 37.94 ~ 53.09%  ·  러시아 : 24.20 ~ 35.17%  ·  루마니아 : 27.95%  ·  슬로바키아 : 51.95%  ·  인도 : 20.02 ~ 31.92%  ·  인도네시아 : 24.48%  ·  일본 : 0 ~ 36.25%  ·  카자흐스탄 : 68.11 ~ 109.25%  ·  남아공 : 128.11%  ·  대만 : 3.45 ~ 25.15%  ·  우크라이나 : 30.45 ~ 67.69%  ·  베네수엘라 : 78.44% * 단, 2021.6.9부터 6개월간 CIF의 0% 적용(부과 유예)"
4191,TH,7208,알제리,2003-05,2003-05-27,2026-06-08,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 2.81 ~ 58.85%  ·  알제리 : 33.26%  ·  아르헨티나 : 37.94 ~ 53.09%  ·  러시아 : 24.20 ~ 35.17%  ·  루마니아 : 27.95%  ·  슬로바키아 : 51.95%  ·  인도 : 20.02 ~ 31.92%  ·  인도네시아 : 24.48%  ·  일본 : 0 ~ 36.25%  ·  카자흐스탄 : 68.11 ~ 109.25%  ·  남아공 : 128.11%  ·  대만 : 3.45 ~ 25.15%  ·  우크라이나 : 30.45 ~ 67.69%  ·  베네수엘라 : 78.44% * 단, 2021.6.9부터 6개월간 CIF의 0% 적용(부과 유예)"
4191,TH,7208,아르헨티나,2003-05,2003-05-27,2026-06-08,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 2.81 ~ 58.85%  ·  알제리 : 33.26%  ·  아르헨티나 : 37.94 ~ 53.09%  ·  러시아 : 24.20 ~ 35.17%  ·  루마니아 : 27.95%  ·  슬로바키아 : 51.95%  ·  인도 : 20.02 ~ 31.92%  ·  인도네시아 : 24.48%  ·  일본 : 0 ~ 36.25%  ·  카자흐스탄 : 68.11 ~ 109.25%  ·  남아공 : 128.11%  ·  대만 : 3.45 ~ 25.15%  ·  우크라이나 : 30.45 ~ 67.69%  ·  베네수엘라 : 78.44% * 단, 2021.6.9부터 6개월간 CIF의 0% 적용(부과 유예)"
4191,TH,7208,러시아,2003-05,2003-05-27,2026-06-08,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 2.81 ~ 58.85%  ·  알제리 : 33.26%  ·  아르헨티나 : 37.94 ~ 53.09%  ·  러시아 : 24.20 ~ 35.17%  ·  루마니아 : 27.95%  ·  슬로바키아 : 51.95%  ·  인도 : 20.02 ~ 31.92%  ·  인도네시아 : 24.48%  ·  일본 : 0 ~ 36.25%  ·  카자흐스탄 : 68.11 ~ 109.25%  ·  남아공 : 128.11%  ·  대만 : 3.45 ~ 25.15%  ·  우크라이나 : 30.45 ~ 67.69%  ·  베네수엘라 : 78.44% * 단, 2021.6.9부터 6개월간 CIF의 0% 적용(부과 유예)"
4191,TH,7208,루마니아,2003-05,2003-05-27,2026-06-08,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 2.81 ~ 58.85%  ·  알제리 : 33.26%  ·  아르헨티나 : 37.94 ~ 53.09%  ·  러시아 : 24.20 ~ 35.17%  ·  루마니아 : 27.95%  ·  슬로바키아 : 51.95%  ·  인도 : 20.02 ~ 31.92%  ·  인도네시아 : 24.48%  ·  일본 : 0 ~ 36.25%  ·  카자흐스탄 : 68.11 ~ 109.25%  ·  남아공 : 128.11%  ·  대만 : 3.45 ~ 25.15%  ·  우크라이나 : 30.45 ~ 67.69%  ·  베네수엘라 : 78.44% * 단, 2021.6.9부터 6개월간 CIF의 0% 적용(부과 유예)"
4191,TH,7208,슬로바키아,2003-05,2003-05-27,2026-06-08,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 2.81 ~ 58.85%  ·  알제리 : 33.26%  ·  아르헨티나 : 37.94 ~ 53.09%  ·  러시아 : 24.20 ~ 35.17%  ·  루마니아 : 27.95%  ·  슬로바키아 : 51.95%  ·  인도 : 20.02 ~ 31.92%  ·  인도네시아 : 24.48%  ·  일본 : 0 ~ 36.25%  ·  카자흐스탄 : 68.11 ~ 109.25%  ·  남아공 : 128.11%  ·  대만 : 3.45 ~ 25.15%  ·  우크라이나 : 30.45 ~ 67.69%  ·  베네수엘라 : 78.44% * 단, 2021.6.9부터 6개월간 CIF의 0% 적용(부과 유예)"
4191,TH,7208,인도,2003-05,2003-05-27,2026-06-08,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 2.81 ~ 58.85%  ·  알제리 : 33.26%  ·  아르헨티나 : 37.94 ~ 53.09%  ·  러시아 : 24.20 ~ 35.17%  ·  루마니아 : 27.95%  ·  슬로바키아 : 51.95%  ·  인도 : 20.02 ~ 31.92%  ·  인도네시아 : 24.48%  ·  일본 : 0 ~ 36.25%  ·  카자흐스탄 : 68.11 ~ 109.25%  ·  남아공 : 128.11%  ·  대만 : 3.45 ~ 25.15%  ·  우크라이나 : 30.45 ~ 67.69%  ·  베네수엘라 : 78.44% * 단, 2021.6.9부터 6개월간 CIF의 0% 적용(부과 유예)"
4191,TH,7208,인도네시아,2003-05,2003-05-27,2026-06-08,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 2.81 ~ 58.85%  ·  알제리 : 33.26%  ·  아르헨티나 : 37.94 ~ 53.09%  ·  러시아 : 24.20 ~ 35.17%  ·  루마니아 : 27.95%  ·  슬로바키아 : 51.95%  ·  인도 : 20.02 ~ 31.92%  ·  인도네시아 : 24.48%  ·  일본 : 0 ~ 36.25%  ·  카자흐스탄 : 68.11 ~ 109.25%  ·  남아공 : 128.11%  ·  대만 : 3.45 ~ 25.15%  ·  우크라이나 : 30.45 ~ 67.69%  ·  베네수엘라 : 78.44% * 단, 2021.6.9부터 6개월간 CIF의 0% 적용(부과 유예)"
4191,TH,7208,일본,2003-05,2003-05-27,2026-06-08,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 2.81 ~ 58.85%  ·  알제리 : 33.26%  ·  아르헨티나 : 37.94 ~ 53.09%  ·  러시아 : 24.20 ~ 35.17%  ·  루마니아 : 27.95%  ·  슬로바키아 : 51.95%  ·  인도 : 20.02 ~ 31.92%  ·  인도네시아 : 24.48%  ·  일본 : 0 ~ 36.25%  ·  카자흐스탄 : 68.11 ~ 109.25%  ·  남아공 : 128.11%  ·  대만 : 3.45 ~ 25.15%  ·  우크라이나 : 30.45 ~ 67.69%  ·  베네수엘라 : 78.44% * 단, 2021.6.9부터 6개월간 CIF의 0% 적용(부과 유예)"
4191,TH,7208,카자흐스탄,2003-05,2003-05-27,2026-06-08,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 2.81 ~ 58.85%  ·  알제리 : 33.26%  ·  아르헨티나 : 37.94 ~ 53.09%  ·  러시아 : 24.20 ~ 35.17%  ·  루마니아 : 27.95%  ·  슬로바키아 : 51.95%  ·  인도 : 20.02 ~ 31.92%  ·  인도네시아 : 24.48%  ·  일본 : 0 ~ 36.25%  ·  카자흐스탄 : 68.11 ~ 109.25%  ·  남아공 : 128.11%  ·  대만 : 3.45 ~ 25.15%  ·  우크라이나 : 30.45 ~ 67.69%  ·  베네수엘라 : 78.44% * 단, 2021.6.9부터 6개월간 CIF의 0% 적용(부과 유예)"
4191,TH,7208,남아공,2003-05,2003-05-27,2026-06-08,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 2.81 ~ 58.85%  ·  알제리 : 33.26%  ·  아르헨티나 : 37.94 ~ 53.09%  ·  러시아 : 24.20 ~ 35.17%  ·  루마니아 : 27.95%  ·  슬로바키아 : 51.95%  ·  인도 : 20.02 ~ 31.92%  ·  인도네시아 : 24.48%  ·  일본 : 0 ~ 36.25%  ·  카자흐스탄 : 68.11 ~ 109.25%  ·  남아공 : 128.11%  ·  대만 : 3.45 ~ 25.15%  ·  우크라이나 : 30.45 ~ 67.69%  ·  베네수엘라 : 78.44% * 단, 2021.6.9부터 6개월간 CIF의 0% 적용(부과 유예)"
4191,TH,7208,대만,2003-05,2003-05-27,2026-06-08,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 2.81 ~ 58.85%  ·  알제리 : 33.26%  ·  아르헨티나 : 37.94 ~ 53.09%  ·  러시아 : 24.20 ~ 35.17%  ·  루마니아 : 27.95%  ·  슬로바키아 : 51.95%  ·  인도 : 20.02 ~ 31.92%  ·  인도네시아 : 24.48%  ·  일본 : 0 ~ 36.25%  ·  카자흐스탄 : 68.11 ~ 109.25%  ·  남아공 : 128.11%  ·  대만 : 3.45 ~ 25.15%  ·  우크라이나 : 30.45 ~ 67.69%  ·  베네수엘라 : 78.44% * 단, 2021.6.9부터 6개월간 CIF의 0% 적용(부과 유예)"
4191,TH,7208,우크라이나,2003-05,2003-05-27,2026-06-08,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 2.81 ~ 58.85%  ·  알제리 : 33.26%  ·  아르헨티나 : 37.94 ~ 53.09%  ·  러시아 : 24.20 ~ 35.17%  ·  루마니아 : 27.95%  ·  슬로바키아 : 51.95%  ·  인도 : 20.02 ~ 31.92%  ·  인도네시아 : 24.48%  ·  일본 : 0 ~ 36.25%  ·  카자흐스탄 : 68.11 ~ 109.25%  ·  남아공 : 128.11%  ·  대만 : 3.45 ~ 25.15%  ·  우크라이나 : 30.45 ~ 67.69%  ·  베네수엘라 : 78.44% * 단, 2021.6.9부터 6개월간 CIF의 0% 적용(부과 유예)"
4191,TH,7208,베네수엘라,2003-05,2003-05-27,2026-06-08,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  한국 : 2.81 ~ 58.85%  ·  알제리 : 33.26%  ·  아르헨티나 : 37.94 ~ 53.09%  ·  러시아 : 24.20 ~ 35.17%  ·  루마니아 : 27.95%  ·  슬로바키아 : 51.95%  ·  인도 : 20.02 ~ 31.92%  ·  인도네시아 : 24.48%  ·  일본 : 0 ~ 36.25%  ·  카자흐스탄 : 68.11 ~ 109.25%  ·  남아공 : 128.11%  ·  대만 : 3.45 ~ 25.15%  ·  우크라이나 : 30.45 ~ 67.69%  ·  베네수엘라 : 78.44% * 단, 2021.6.9부터 6개월간 CIF의 0% 적용(부과 유예)"
4192,TH,7209,중국,2014-02,2014-02-06,2025-01-24,confirmed,반덤핑,규제중,0,"ㅇ 판정결과   ·  중국 : 9.24 ~ 20.11%   ·  대만 : 4.22 ~ 17.47%   ·  베트남 : 14.35%* 일몰재심중(2025.1.23~)(재심기간중 부과기간 연장, 2025.1.25부터 1년 이내)"
4192,TH,7209,대만,2014-02,2014-02-06,2025-01-24,confirmed,반덤핑,규제중,0,"ㅇ 판정결과   ·  중국 : 9.24 ~ 20.11%   ·  대만 : 4.22 ~ 17.47%   ·  베트남 : 14.35%* 일몰재심중(2025.1.23~)(재심기간중 부과기간 연장, 2025.1.25부터 1년 이내)"
4192,TH,7209,베트남,2014-02,2014-02-06,2025-01-24,confirmed,반덤핑,규제중,0,"ㅇ 판정결과   ·  중국 : 9.24 ~ 20.11%   ·  대만 : 4.22 ~ 17.47%   ·  베트남 : 14.35%* 일몰재심중(2025.1.23~)(재심기간중 부과기간 연장, 2025.1.25부터 1년 이내)"
4195,TH,7210,한국,2021-11,2021-11-13,2026-11-12,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  중국 : 4.53 ~ 24.73%  ·  한국 : 3.95 ~ 17.06%  ·  EU : 18.52% * 유예기간 종료, 2023.11.13부터 부과 시작 (~2026.11.12 까지)"
4195,TH,7210,중국,2021-11,2021-11-13,2026-11-12,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  중국 : 4.53 ~ 24.73%  ·  한국 : 3.95 ~ 17.06%  ·  EU : 18.52% * 유예기간 종료, 2023.11.13부터 부과 시작 (~2026.11.12 까지)"
4195,TH,7210,EU,2021-11,2021-11-13,2026-11-12,confirmed,반덤핑,규제중,1,"ㅇ 판정결과  ·  중국 : 4.53 ~ 24.73%  ·  한국 : 3.95 ~ 17.06%  ·  EU : 18.52% * 유예기간 종료, 2023.11.13부터 부과 시작 (~2026.11.12 까지)"
4198,TH,7219,베트남,2024-09,2024-09-26,,investigating,반덤핑,조사중,0,
4199,TH,7216,중국,2024-11,2024-11-14,,investigating,반덤핑,조사중,0,
4238,TR,7208,한국,2022-07,2022-07-07,2027-07-07,confirmed,반덤핑,규제중,1,ㅇ 판정결과  ·  EU : 7 ~ 12.8% CIF  ·  한국 : 7 ~ 8.95% CIF
4238,TR,7208,EU,2022-07,2022-07-07,2027-07-07,confirmed,반덤핑,규제중,1,ㅇ 판정결과  ·  EU : 7 ~ 12.8% CIF  ·  한국 : 7 ~ 8.95% CIF
4301,TR,7210,중국,2017-11,2017-11-29,2028-10-31,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 16.89 ~ 22.55%
4312,TR,7210,중국,2024-10,2024-10-11,2029-10-11,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 15.42 ~ 43.31%
4314,TR,7210,러시아,2024-10,2024-10-11,2029-10-11,confirmed,반덤핑,규제중,0,ㅇ 판정결과 : 15.42 ~ 43.31%
4315,TR,7210,일본,2023-10,2023-10-29,,investigating,반덤핑,조사중,0,
4323,TR,7208,한국,2024-04,2024-04-02,,investigating,반덤핑,조사중,1,
4325,TR,7210,한국,2024-06,2024-06-28,,investigating,반덤핑,조사중,1,
4325,TR,7210,중국,2024-06,2024-06-28,,investigating,반덤핑,조사중,1,
4325,TR,7210,일본,2024-06,2024-06-28,,investigating,반덤핑,조사중,1,
4325,TR,7210,독일,2024-06,2024-06-28,,investigating,반덤핑,조사중,1,
4325,TR,7210,세르비아,2024-06,2024-06-28,,investigating,반덤핑,조사중,1,
4327,TR,7220,중국,2024-06,2024-06-28,,investigating,반덤핑,조사중,0,
4327,TR,7220,인도네시아,2024-06,2024-06-28,,investigating,반덤핑,조사중,0,
4330,TR,7209,한국,2024-12,2024-12-25,,investigating,반덤핑,조사중,1,
4330,TR,7209,중국,2024-12,2024-12-25,,investigating,반덤핑,조사중,1,
4338,TW,7210,중국,2016-08,2016-08-22,2027-09-13,confirmed,반덤핑,규제중,1,ㅇ 판정결과  ·  중국 : 4.72 ~ 43.38%  ·  한국 : 77.30%
4338,TW,7210,한국,2016-08,2016-08-22,2027-09-13,confirmed,반덤핑,규제중,1,ㅇ 판정결과  ·  중국 : 4.72 ~ 43.38%  ·  한국 : 77.30%
4340,TW,7219,한국,2013-08,2013-08-15,2030-03-17,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  한국 : 37.65%   ·  중국 : 38.11% * 일몰재심후 규제 연장 결정(~2030.3.17)
4340,TW,7219,중국,2013-08,2013-08-15,2030-03-17,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  한국 : 37.65%   ·  중국 : 38.11% * 일몰재심후 규제 연장 결정(~2030.3.17)
4342,TW,7208,브라질,2016-08,2016-08-22,2027-09-13,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  브라질 : 31.10%  ·  중국 : 59.57%  ·  인도 : 32.82%  ·  인도네시아 : 42.91%  ·  한국 : 5.80 ~ 80.50%  ·  우크라이나 : 49.29%*     * 잠정 유예 : 2022.9.14 ~ 2025.9.13
4342,TW,7208,중국,2016-08,2016-08-22,2027-09-13,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  브라질 : 31.10%  ·  중국 : 59.57%  ·  인도 : 32.82%  ·  인도네시아 : 42.91%  ·  한국 : 5.80 ~ 80.50%  ·  우크라이나 : 49.29%*     * 잠정 유예 : 2022.9.14 ~ 2025.9.13
4342,TW,7208,인도,2016-08,2016-08-22,2027-09-13,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  브라질 : 31.10%  ·  중국 : 59.57%  ·  인도 : 32.82%  ·  인도네시아 : 42.91%  ·  한국 : 5.80 ~ 80.50%  ·  우크라이나 : 49.29%*     * 잠정 유예 : 2022.9.14 ~ 2025.9.13
4342,TW,7208,인도네시아,2016-08,2016-08-22,2027-09-13,confirmed,반덤핑,규제중,1,ㅇ 판정결과   ·  브라질 : 31.10%  ·  중국 : 59.57%  ·  인도 : 32.82%  ·  인도네시아 : 42.91%  ·  한국 : 5.80 ~ 80.50%  ·  우크라이나 : 49.29%*     * 잠정 유예 : 2022.9.14 ~ 2025.9.13
